user_id,image_paths,user_claim,claim_object,evidence_standard_met,evidence_standard_met_reason,risk_flags,issue_type,object_part,claim_status,claim_status_justification,supporting_image_ids,valid_image,severity
user_011,images/sample/case_011/img_1.jpg,"Customer: I spilled water near my laptop while working. | Support: What part was affected? | Customer: It went over the keys and left a stain. Some keys feel sticky now. | Support: Is the display damaged too? | Customer: No, this is about the keyboard area only.",laptop,True,"The image set is sufficient to evaluate the claim, as it clearly shows the laptop keyboard with water droplets on it, which is the claimed condition.",none,water damage,keyboard,supported,"The image shows the laptop keyboard with water droplets on it, which is consistent with the claim of water damage. The droplets are clearly visible and appear to be fresh, indicating that the damage occurred recently.",1,True,medium
user_012,images/sample/case_012/img_1.jpg;images/sample/case_012/img_2.jpg,"Customer: My laptop bag fell from a chair and hit the floor. | Support: What damage did you notice? | Customer: One corner of the laptop has a dent now. | Support: Does the laptop still work? | Customer: It works, but the outer corner is damaged. I added two photos.",laptop,True,"The image set is sufficient to evaluate the claim, as it clearly shows the laptop and the relevant part, which is the screen. The image provides a clear view of the screen, allowing for an inspection of the claimed condition.",none,screen,screen,not_enough_information,The image does not provide enough information to determine if there is a crack in the screen as claimed. The image is not clear enough to confidently assess the condition of the screen.,none,False,unknown
user_018,images/sample/case_013/img_1.jpg,"Customer: I am not sure if this should be a repair claim or a replacement claim, so I wanted to ask first. | Support: We can help. What device is this about? | Customer: It is my laptop. I carry it every day, and yesterday my bag got pressed between two seats during travel. At first I thought the laptop was okay because it still opened. | Support: What changed after that? | Customer: Later, while using it, I noticed marks on the display area. I restarted it twice because I thought it might just be something on the screen, but it still bothered me. | Support: Are you reporting keyboard, hinge, body, or screen damage? | Customer: Not the keyboard or hinge. The issue I want checked is the screen. It looks shattered to me, so I am submitting this as screen damage.",laptop,True,"The image provides a clear view of the laptop screen with visible cracks, which is relevant to the claim.",none,screen,screen,supported,"The image shows the laptop screen with multiple cracks, which is consistent with the claim of screen damage.",1,True,medium
user_020,images/sample/case_014/img_1.jpg,Customer: The laptop trackpad has stopped working properly. | Support: Did anything happen before it stopped working? | Customer: The front area hit the desk edge when I moved it. | Support: Are you reporting internal function or physical damage? | Customer: Physical damage around the trackpad area. I attached the photo for review.,laptop,True,"The image provides a clear view of the laptop's keyboard area, which is relevant to the claim. The image is usable and relevant to the claim, grounded in the claimed object.",limited_history,keyboard,keyboard,supported,"The image shows a visible issue on the keyboard area of the laptop, which is consistent with the claim. The image is sufficient to evaluate the claim.",image_001,True,medium
user_015,images/sample/case_015/img_1.jpg,Customer: My delivery box arrived damaged. | Support: What part of the package was affected? | Customer: One corner was crushed in when I received it. | Support: Is the item inside part of this claim? | Customer: Not right now. I am reporting the package corner damage.,package,True,"The image set provides a clear view of the package and its condition, allowing for a thorough inspection of the claimed damage.",none,seal damage,seal,supported,"The image shows a damaged seal on the package, which is consistent with the claim of seal damage. The package is clearly visible, and the seal damage is evident.",image_001,True,low
user_030,images/sample/case_016/img_1.jpg;images/sample/case_016/img_2.jpg,"Customer: Package receive hua toh opened jaisa lag raha tha. | Support: Tape broken tha ya box crush hua tha? | Customer: Seal wali side phati hui thi, jaise parcel khola gaya ho. | Support: Kya andar ka item missing hai? | Customer: Abhi item missing claim nahi kar raha, sirf torn packaging review karwana hai.",package,True,"The image set provides a clear view of the package and its condition, allowing for a thorough assessment of the damage claim.",none,package damage,box,supported,"The image shows a cardboard box with visible damage, including tears and a significant dent on the side. This damage is consistent with the claim of a damaged package.",image_001,True,medium
user_031,images/sample/case_017/img_1.jpg,"Customer: I received a package that looks water damaged. | Support: Was the item inside wet too? | Customer: I have not opened everything yet, but the outside has a wet-looking stain. | Support: So the claim is about the package condition? | Customer: Yes, the package surface looked damaged when it arrived.",package,True,"The image set is sufficient to evaluate the claim, as it clearly shows the package exterior and the claimed side, corner, flap, or seal, which is necessary to inspect packaging damage.",prior package claims often needed evidence review.,"crushed, torn, or seal damage",package exterior,supported,"The image shows visible damage to the package exterior, which is consistent with the claimed issue type. The damage is clearly visible and appears to be the result of a crushing or tearing force, which is consistent with the claimed damage type.",image_001,True,medium
user_032,images/sample/case_018/img_1.jpg;images/sample/case_018/img_2.jpg,Customer: The item I ordered was not inside the box. | Support: Did the package look opened when you received it? | Customer: I checked it after delivery and could not find the product inside. | Support: What are you asking us to verify? | Customer: Please verify that the contents are missing from the package.,package,True,"The image set provides a clear view of the package and its contents, allowing for a thorough inspection of the claimed damage.",none,package damage,package exterior,supported,"The image shows a box with visible damage to the exterior, which is consistent with the claim of package damage. The contents appear to be intact, and there is no visible damage to the label or seal.",image_001; image_002,True,low
user_033,images/sample/case_019/img_1.jpg,Customer: The shipping box arrived in bad condition. | Support: What kind of condition issue are you reporting? | Customer: It looked badly crushed when it was delivered. | Support: Is the claim about the outside box or the product inside? | Customer: The outside box. I want the crushed box reviewed.,package,True,"The image set is sufficient to evaluate the claim, as it clearly shows the package exterior and the claimed side, corner, flap, or seal, which is necessary for inspecting packaging damage.",user_history_risk,"crushed, torn, or seal damage",package,supported,"The image shows a canned food product with visible damage to the seal area, which is consistent with the claim of seal damage. The damage is clearly visible and appears to be the result of a manufacturing defect or mishandling.",none,True,medium
user_034,images/sample/case_020/img_1.jpg;images/sample/case_020/img_2.jpg,Customer: My delivery box arrived opened. | Support: Was the package crushed or was the seal affected? | Customer: The seal area looked torn when I received it. | Support: Are you asking us to review the package condition or the item inside? | Customer: The package condition. I want the torn-open package reviewed.,package,True,"The image set provides a clear view of the package and its condition, allowing for a thorough evaluation of the claim.",none,package damage,seal,supported,"The image shows a package with a damaged seal, which is the issue claimed. The seal is torn and not properly secured, indicating damage to the package.",image_001,True,medium
